,attractive,calm,capable,diligent,extroverted,friendly,happy,healthy,high-social-status,humble,intelligent,kind,masculine,powerful,responsible,successful,trustworthy,warm
613.jpg,4.0,5.733333333333333,7.214285714285714,6.75,5.8,6.105263157894737,6.1875,6.6,6.68,5.714285714285714,7.545454545454546,5.75,7.153846153846154,6.545454545454546,7.7,7.105263157894737,5.294117647058823,5.714285714285714
1385.jpg,6.363636363636363,7.214285714285714,6.863636363636363,6.769230769230769,6.8125,7.7272727272727275,6.882352941176471,7.181818181818182,6.947368421052632,5.6923076923076925,7.0,7.0,2.9473684210526314,5.695652173913044,6.631578947368421,6.7272727272727275,7.5625,7.0
802.jpg,4.7272727272727275,6.9,6.166666666666667,6.625,5.909090909090909,6.545454545454546,6.0625,6.909090909090909,5.833333333333333,7.076923076923077,6.7,6.2727272727272725,3.1538461538461537,5.0,7.666666666666667,6.153846153846154,7.117647058823529,7.0
1646.jpg,8.454545454545455,7.125,6.166666666666667,5.8,7.214285714285714,7.0,7.083333333333333,8.25,7.375,5.142857142857143,6.25,7.352941176470588,1.5454545454545454,4.666666666666667,5.909090909090909,7.5625,7.4,6.090909090909091
837.jpg,2.388888888888889,3.6666666666666665,5.571428571428571,5.916666666666667,2.6153846153846154,2.4,2.8666666666666667,3.9166666666666665,4.4,4.333333333333333,5.428571428571429,2.769230769230769,7.785714285714286,5.409090909090909,5.533333333333333,4.904761904761905,3.0,1.8888888888888888
804.jpg,5.7,2.6666666666666665,5.5,6.466666666666667,2.8125,1.5384615384615385,3.2,6.818181818181818,5.090909090909091,3.3636363636363638,5.916666666666667,3.1538461538461537,7.583333333333333,6.444444444444445,4.055555555555555,6.5,2.7333333333333334,2.466666666666667
427.jpg,7.0,7.5,5.818181818181818,6.5,7.2727272727272725,7.133333333333334,6.6,8.090909090909092,6.538461538461538,5.6923076923076925,5.666666666666667,7.3125,2.642857142857143,3.642857142857143,4.9375,4.636363636363637,7.2727272727272725,7.375
1780.jpg,6.833333333333333,5.7272727272727275,3.3333333333333335,3.727272727272727,6.461538461538462,6.235294117647059,5.8,6.923076923076923,5.428571428571429,3.2941176470588234,4.3076923076923075,6.384615384615385,2.066666666666667,3.5454545454545454,3.875,4.461538461538462,5.368421052631579,5.916666666666667
1197.jpg,7.545454545454546,5.833333333333333,5.461538461538462,5.6,5.6,4.411764705882353,3.9285714285714284,6.944444444444445,7.909090909090909,3.4444444444444446,5.0,5.4375,1.9,3.65,4.2727272727272725,5.9411764705882355,4.647058823529412,4.461538461538462
194.jpg,4.363636363636363,4.529411764705882,6.055555555555555,6.181818181818182,4.25,4.333333333333333,3.909090909090909,6.0,4.764705882352941,5.909090909090909,5.5,4.3478260869565215,3.3076923076923075,5.153846153846154,6.0,4.769230769230769,5.833333333333333,4.333333333333333
902.jpg,8.307692307692308,7.666666666666667,5.533333333333333,5.625,7.0,7.25,6.764705882352941,7.928571428571429,5.909090909090909,4.666666666666667,5.6923076923076925,7.375,1.6153846153846154,4.375,5.5,5.166666666666667,7.0588235294117645,5.7272727272727275
1696.jpg,8.090909090909092,4.529411764705882,6.5,5.538461538461538,4.5,4.3076923076923075,4.466666666666667,7.230769230769231,6.642857142857143,3.769230769230769,4.9375,3.8181818181818183,3.0833333333333335,4.888888888888889,4.666666666666667,5.529411764705882,4.4,4.3
1924.jpg,6.0,3.4285714285714284,5.5,5.5,2.923076923076923,3.642857142857143,3.076923076923077,6.083333333333333,4.545454545454546,5.166666666666667,4.181818181818182,2.9166666666666665,5.25,4.0,5.5,3.7142857142857144,3.3636363636363638,3.235294117647059
1303.jpg,6.3125,6.857142857142857,7.461538461538462,7.166666666666667,6.5,6.230769230769231,4.235294117647059,7.75,7.608695652173913,4.631578947368421,8.08695652173913,5.142857142857143,6.5,7.2727272727272725,8.266666666666667,7.666666666666667,6.076923076923077,5.555555555555555
20.jpg,7.7272727272727275,6.166666666666667,5.230769230769231,4.846153846153846,5.214285714285714,5.833333333333333,5.916666666666667,7.333333333333333,6.75,3.25,4.166666666666667,6.083333333333333,1.375,4.923076923076923,4.823529411764706,6.1875,4.545454545454546,5.769230769230769
445.jpg,3.0,6.117647058823529,5.55,5.4375,6.769230769230769,7.285714285714286,6.9,6.0,4.214285714285714,7.2,5.7,6.928571428571429,4.363636363636363,4.590909090909091,6.5,4.916666666666667,6.615384615384615,7.083333333333333
1382.jpg,4.888888888888889,7.277777777777778,6.4375,5.8125,7.142857142857143,6.833333333333333,7.571428571428571,6.066666666666666,5.909090909090909,6.769230769230769,6.5,7.333333333333333,3.3333333333333335,4.3076923076923075,6.6923076923076925,6.2,7.666666666666667,7.1
1209.jpg,3.0,4.3,6.454545454545454,7.2,3.4285714285714284,2.8421052631578947,3.2,4.9375,5.9375,4.615384615384615,7.333333333333333,3.4375,6.833333333333333,7.071428571428571,7.181818181818182,6.875,4.8,3.1176470588235294
632.jpg,8.666666666666666,7.0,5.1875,5.166666666666667,6.1,5.538461538461538,5.75,7.076923076923077,7.0588235294117645,4.0,5.0,5.5625,2.125,3.933333333333333,4.454545454545454,4.782608695652174,6.0476190476190474,6.545454545454546
637.jpg,5.5,6.6875,6.55,6.333333333333333,7.090909090909091,6.916666666666667,6.909090909090909,6.352941176470588,6.25,6.625,6.666666666666667,6.75,3.411764705882353,4.038461538461538,6.294117647058823,5.842105263157895,5.181818181818182,7.125
231.jpg,3.1538461538461537,5.461538461538462,3.8,4.545454545454546,5.384615384615385,4.583333333333333,6.833333333333333,3.25,3.130434782608696,6.0,3.0833333333333335,5.733333333333333,6.571428571428571,3.3,2.909090909090909,3.0,4.071428571428571,4.8
1337.jpg,7.909090909090909,7.454545454545454,7.833333333333333,6.1875,8.307692307692308,8.076923076923077,8.363636363636363,8.5,6.882352941176471,5.1875,5.666666666666667,7.833333333333333,1.2727272727272727,5.181818181818182,7.166666666666667,7.777777777777778,6.909090909090909,7.384615384615385
443.jpg,2.8333333333333335,6.9,5.909090909090909,5.5,5.5,4.454545454545454,4.866666666666666,5.230769230769231,5.388888888888889,5.6923076923076925,5.7272727272727275,5.2727272727272725,7.0,6.642857142857143,6.0,5.4375,4.866666666666666,5.153846153846154
1616.jpg,4.090909090909091,4.846153846153846,7.260869565217392,6.923076923076923,4.230769230769231,4.352941176470588,3.9,6.857142857142857,6.380952380952381,5.75,6.545454545454546,3.7142857142857144,6.785714285714286,7.333333333333333,6.866666666666666,6.666666666666667,5.25,3.6
311.jpg,4.0,6.666666666666667,4.75,4.2,5.866666666666666,5.7272727272727275,6.181818181818182,5.615384615384615,3.4166666666666665,6.785714285714286,4.476190476190476,5.416666666666667,3.65,3.235294117647059,4.666666666666667,4.533333333333333,5.823529411764706,5.5
526.jpg,8.7,6.888888888888889,7.083333333333333,6.785714285714286,8.1875,7.714285714285714,8.35,7.846153846153846,7.909090909090909,6.090909090909091,7.071428571428571,8.666666666666666,1.8,6.294117647058823,7.2,7.416666666666667,7.826086956521739,8.142857142857142
1175.jpg,2.7142857142857144,2.933333333333333,6.166666666666667,5.666666666666667,2.466666666666667,2.5,2.2,4.916666666666667,5.529411764705882,4.636363636363637,6.818181818181818,2.3076923076923075,7.2105263157894735,5.8125,6.454545454545454,5.785714285714286,3.6,3.0
1618.jpg,1.9090909090909092,2.5454545454545454,4.454545454545454,5.6923076923076925,1.2727272727272727,1.5833333333333333,1.6111111111111112,2.9444444444444446,4.545454545454546,4.363636363636363,4.083333333333333,1.4285714285714286,7.076923076923077,6.181818181818182,4.5,3.8181818181818183,2.142857142857143,1.7692307692307692
255.jpg,4.818181818181818,6.5,6.705882352941177,6.636363636363637,5.7272727272727275,4.923076923076923,5.076923076923077,6.416666666666667,5.7272727272727275,6.181818181818182,5.75,5.5,6.947368421052632,6.181818181818182,7.0,6.153846153846154,5.166666666666667,5.909090909090909
83.jpg,2.3333333333333335,4.928571428571429,6.714285714285714,5.538461538461538,3.3125,4.076923076923077,3.066666666666667,5.769230769230769,6.166666666666667,4.818181818181818,7.083333333333333,3.8823529411764706,7.375,7.428571428571429,6.9411764705882355,7.454545454545454,4.588235294117647,3.1666666666666665
92.jpg,4.666666666666667,6.846153846153846,5.928571428571429,4.818181818181818,6.0,6.833333333333333,6.5,5.357142857142857,4.3076923076923075,6.15,5.583333333333333,7.0,4.166666666666667,3.8333333333333335,5.090909090909091,5.666666666666667,6.071428571428571,7.0588235294117645
953.jpg,2.142857142857143,3.75,5.923076923076923,4.6875,3.4166666666666665,2.923076923076923,2.7222222222222223,4.416666666666667,2.769230769230769,4.545454545454546,5.05,2.4285714285714284,7.5,5.6521739130434785,4.5,4.8,3.1666666666666665,3.5384615384615383
715.jpg,3.125,5.3076923076923075,3.0,4.0625,4.5,5.333333333333333,5.882352941176471,5.25,3.2142857142857144,4.5,3.772727272727273,5.666666666666667,6.166666666666667,3.1666666666666665,3.1,3.5416666666666665,3.9444444444444446,4.5
1169.jpg,7.166666666666667,7.055555555555555,6.352941176470588,6.230769230769231,6.0,7.2727272727272725,6.083333333333333,7.6,6.866666666666666,5.5,6.470588235294118,6.866666666666666,2.272727272727273,6.411764705882353,6.461538461538462,6.5,7.230769230769231,6.923076923076923
1502.jpg,7.117647058823529,7.0,3.5454545454545454,4.111111111111111,5.2,7.0,5.8,6.458333333333333,5.3076923076923075,6.3076923076923075,3.142857142857143,5.909090909090909,2.0588235294117645,3.8125,4.090909090909091,4.636363636363637,6.4375,6.2105263157894735
1647.jpg,3.2142857142857144,6.2727272727272725,6.352941176470588,7.107142857142857,4.636363636363637,5.461538461538462,5.1875,6.090909090909091,5.909090909090909,6.0,7.181818181818182,6.090909090909091,7.2,7.235294117647059,7.928571428571429,7.04,5.357142857142857,4.846153846153846
404.jpg,3.5714285714285716,5.428571428571429,6.363636363636363,7.578947368421052,3.230769230769231,3.5,2.3076923076923075,7.133333333333334,6.333333333333333,6.083333333333333,7.230769230769231,2.9,8.2,6.75,7.625,6.5,5.083333333333333,2.3333333333333335
636.jpg,6.0625,6.3076923076923075,6.375,6.5,6.5,6.2,5.923076923076923,6.928571428571429,6.4,5.473684210526316,6.571428571428571,6.2727272727272725,7.176470588235294,5.75,5.578947368421052,5.947368421052632,6.7,6.235294117647059
1258.jpg,5.8,6.0,4.714285714285714,3.9285714285714284,6.5,7.2631578947368425,7.2727272727272725,6.4,5.1923076923076925,3.5454545454545454,4.384615384615385,6.909090909090909,5.705882352941177,3.619047619047619,3.8333333333333335,4.545454545454546,5.105263157894737,6.142857142857143
685.jpg,7.8,7.3076923076923075,7.0,6.578947368421052,7.916666666666667,7.2,6.818181818181818,8.076923076923077,7.7368421052631575,5.588235294117647,6.0,7.769230769230769,2.0,5.133333333333334,6.133333333333334,6.166666666666667,6.25,6.818181818181818
688.jpg,3.5,7.222222222222222,6.461538461538462,6.785714285714286,5.928571428571429,6.529411764705882,5.9,6.785714285714286,5.5,5.642857142857143,7.090909090909091,6.909090909090909,6.214285714285714,5.533333333333333,6.636363636363637,5.916666666666667,5.769230769230769,6.2727272727272725
725.jpg,2.5,2.5294117647058822,5.357142857142857,7.0,2.6,2.4166666666666665,2.1818181818181817,4.1875,6.0588235294117645,3.142857142857143,6.25,2.3333333333333335,7.4,6.75,5.916666666666667,6.545454545454546,3.4615384615384617,2.7142857142857144
1164.jpg,5.636363636363637,6.090909090909091,5.56,5.411764705882353,7.416666666666667,6.916666666666667,7.714285714285714,7.083333333333333,6.5,5.5,5.714285714285714,6.909090909090909,6.647058823529412,5.15,4.285714285714286,6.0,6.8,6.7272727272727275
1695.jpg,3.2,6.538461538461538,6.071428571428571,6.076923076923077,5.235294117647059,5.0,5.416666666666667,4.7,4.083333333333333,6.833333333333333,4.7,5.166666666666667,4.357142857142857,4.133333333333334,6.6,4.476190476190476,6.583333333333333,5.684210526315789
125.jpg,2.5833333333333335,2.9411764705882355,6.2727272727272725,6.416666666666667,3.5714285714285716,3.4166666666666665,2.4,4.933333333333334,5.681818181818182,3.1,6.9375,3.176470588235294,6.470588235294118,6.454545454545454,5.6,7.1875,3.7,2.933333333333333
512.jpg,3.4545454545454546,6.461538461538462,7.0,6.5,4.2727272727272725,4.2,4.6,4.8125,6.055555555555555,6.533333333333333,6.173913043478261,4.333333333333333,7.0588235294117645,5.8076923076923075,6.909090909090909,6.375,4.6923076923076925,5.230769230769231
1865.jpg,5.363636363636363,6.2,7.176470588235294,7.0,5.75,6.7,6.642857142857143,5.875,6.833333333333333,6.0,6.538461538461538,6.8,3.111111111111111,5.0,6.636363636363637,7.214285714285714,6.538461538461538,6.785714285714286
1344.jpg,3.0,6.9375,6.6875,6.25,5.7,5.0,5.923076923076923,5.0,5.48,5.857142857142857,6.454545454545454,5.5,3.3333333333333335,5.944444444444445,8.0,5.875,6.214285714285714,5.538461538461538
1540.jpg,3.272727272727273,7.636363636363637,5.4375,5.923076923076923,7.647058823529412,8.466666666666667,7.5,5.0625,5.333333333333333,7.416666666666667,6.0,8.307692307692308,2.7777777777777777,3.727272727272727,7.5,5.909090909090909,7.545454545454546,7.705882352941177
642.jpg,8.166666666666666,6.833333333333333,4.958333333333333,6.0,6.6,5.388888888888889,5.454545454545454,7.923076923076923,7.1875,3.0714285714285716,4.857142857142857,4.6,1.5,5.181818181818182,5.0,7.0,4.411764705882353,5.0
1922.jpg,4.0,4.894736842105263,6.615384615384615,6.083333333333333,3.789473684210526,4.181818181818182,4.043478260869565,5.882352941176471,5.090909090909091,5.166666666666667,5.903225806451613,4.0,7.25,6.157894736842105,6.647058823529412,5.904761904761905,4.846153846153846,4.315789473684211
1291.jpg,4.0,6.884615384615385,6.545454545454546,6.818181818181818,6.684210526315789,7.25,6.846153846153846,5.935483870967742,6.25,5.9375,6.5,5.823529411764706,7.333333333333333,5.6923076923076925,6.083333333333333,6.363636363636363,6.285714285714286,6.375
448.jpg,2.769230769230769,4.333333333333333,5.315789473684211,5.1,3.9411764705882355,3.5217391304347827,3.0,5.0625,4.071428571428571,4.357142857142857,5.529411764705882,2.6,7.076923076923077,5.333333333333333,5.8,5.15,2.4166666666666665,3.4285714285714284
1588.jpg,7.125,6.411764705882353,3.75,4.928571428571429,4.909090909090909,6.2727272727272725,4.6923076923076925,7.2727272727272725,5.0,6.0,4.071428571428571,5.928571428571429,2.4705882352941178,2.2,5.0,4.083333333333333,6.615384615384615,6.416666666666667
1651.jpg,3.75,2.8461538461538463,3.6315789473684212,2.375,2.764705882352941,2.5833333333333335,2.5833333333333335,5.875,2.3636363636363638,4.466666666666667,3.3055555555555554,2.6,4.714285714285714,2.8,3.2777777777777777,3.25,2.6,3.1538461538461537
51.jpg,2.3846153846153846,4.65,5.625,4.578947368421052,3.7857142857142856,4.2727272727272725,4.7272727272727275,4.055555555555555,4.2,4.818181818181818,4.6875,3.8333333333333335,6.9411764705882355,5.3125,6.0,4.4,4.181818181818182,3.0833333333333335
378.jpg,3.1818181818181817,2.5,4.916666666666667,5.571428571428571,2.1333333333333333,2.727272727272727,2.0,5.428571428571429,3.6129032258064515,4.142857142857143,5.05,2.8666666666666667,7.6,5.166666666666667,3.8666666666666667,5.181818181818182,2.7,2.3333333333333335
792.jpg,3.25,6.384615384615385,7.636363636363637,7.0,5.133333333333334,5.3125,6.181818181818182,5.916666666666667,6.4,5.0,6.647058823529412,5.666666666666667,6.6923076923076925,6.416666666666667,6.916666666666667,6.833333333333333,6.071428571428571,5.642857142857143
1230.jpg,3.7142857142857144,4.538461538461538,6.631578947368421,5.928571428571429,3.4615384615384617,4.0,3.5454545454545454,5.454545454545454,4.538461538461538,5.428571428571429,5.0,2.727272727272727,7.166666666666667,6.25,5.636363636363637,5.6,3.6,3.5384615384615383
327.jpg,4.916666666666667,6.2,5.25,5.694444444444445,3.6666666666666665,3.8,3.5,7.125,5.416666666666667,3.85,7.416666666666667,4.5625,5.384615384615385,3.857142857142857,6.1875,5.176470588235294,4.769230769230769,3.4166666666666665
1150.jpg,3.625,6.5,7.608695652173913,6.84,7.3,6.818181818181818,7.0625,6.076923076923077,6.538461538461538,7.083333333333333,7.5,6.615384615384615,7.1875,6.571428571428571,7.0,7.222222222222222,6.928571428571429,7.3
