318423,AGA1PIIWM8I8D,Google_1_Doris Acord_7_oval.jpg,4,happy,Y,21,1554310242.65279
318434,AGA1PIIWM8I8D,Google_1_Ann Wagner_1_oval.jpg,7,happy,Y,21,1554310247.90237
318443,AGA1PIIWM8I8D,Google_1_Louis Coss_14_oval.jpg,6,happy,N,21,1554310253.15772
318449,AGA1PIIWM8I8D,Josephine_Anderson_17_oval.jpg,8,happy,N,21,1554310255.28884
318454,AGA1PIIWM8I8D,Google_1_Lawrence Larry_12_oval.jpg,7,happy,N,21,1554310257.37844
318461,AGA1PIIWM8I8D,Google_1_Cassandra Gervais_3_oval.jpg,6,happy,N,21,1554310260.36003
318468,AGA1PIIWM8I8D,Google_1_Ryan Starkey_3_oval.jpg,2,happy,N,21,1554310263.42165
318474,AGA1PIIWM8I8D,Google_1_Benjamin Mcshane_15_oval.jpg,3,happy,N,21,1554310265.61122
318481,AGA1PIIWM8I8D,Google_1_Richard Lemaster_15_oval.jpg,6,happy,N,21,1554310268.05702
318486,AGA1PIIWM8I8D,Allen_Hollingshead_7_oval.jpg,6,happy,N,21,1554310270.40924
318496,A3CA7SCTM4H9IO,Google_1_Paul Fernandes_5_oval.jpg,7,happy,N,18,1554310273.77434
318497,AGA1PIIWM8I8D,Google_1_Nathan Kiger_3_oval.jpg,2,happy,N,21,1554310273.80633
318501,A3CA7SCTM4H9IO,Google_1_Debra Huff_9_oval.jpg,7,happy,N,18,1554310276.19866
318503,AGA1PIIWM8I8D,Google_1_Kristy Goddard_1_oval.jpg,8,happy,Y,21,1554310276.4962
318509,A3CA7SCTM4H9IO,Google_1_Rodney Upton_3_oval.jpg,7,happy,N,18,1554310278.74278
318511,AGA1PIIWM8I8D,Google_1_Jeffrey Merryman_7_oval.jpg,5,happy,Y,21,1554310278.89658
318516,A3CA7SCTM4H9IO,Google_1_Leonard Overcash_5_oval.jpg,7,happy,N,18,1554310280.4771
318517,AGA1PIIWM8I8D,Google_1_Maggie Hess_5_oval.jpg,7,happy,N,21,1554310281.06117
