,id,username,age,gender,hispanic,number,race,movie,country,friend,country_list
57,476,A79T836JTU1M9,50-59,Female,No,4,White,1-10,none,11-50,
58,477,A59L67EZKMC3V,40-49,Female,No,4,White,1-10,none,50+,
59,478,A182J6QRCJP228,30-39,Female,No,4,White,none,none,1-10,
60,479,AWSPLOHUXCOWY,40-49,Female,No,4,Black,1-10,none,1-10,
61,480,A3T7R45ZSZXV9Z,30-39,Female,No,4,White,none,none,1-10,
62,481,AGPABTXVE7M7B,20-29,Female,No,4,White,1-10,11-30,50+,Korea
63,482,AKPMY2J4MWYQD,40-49,Male,Yes,4,White,10+,30+,11-50,"Japan, Hong Kong (China), Singapore"
64,483,A2S8FJDTKMYS68,30-39,Female,No,4,White,1-10,none,1-10,
65,484,A1K1QRPZD3OU1B,40-49,Female,No,4,White,none,none,1-10,
66,485,AVSM4NLTTPFRM,20-29,Female,No,4,Asian,1-10,1-10,50+,India
67,486,AFYZGWBG4FHQQ,30-39,Female,No,4,Natives,1-10,none,11-50,
68,487,A26DJKKQ1MNIKQ,40-49,Female,No,4,White,1-10,none,11-50,
69,488,A82T09H58YJHL,30-39,Male,No,4,Black,1-10,none,50+,
70,489,A3SMJ88V58YGAI,60+,Female,No,4,White,1-10,none,1-10,
71,490,A2WYIMJUN06H3G,20-29,Male,No,4,Asian,10+,30+,50+,India
72,491,A337VY6C7PZWA3,30-39,Female,Yes,4,White,1-10,none,1-10,
73,492,ACZTRE28KO3XF,60+,Female,No,4,White,none,none,11-50,
74,493,AV82XILD9BG1E,40-49,Male,No,4,White,1-10,none,1-10,
75,494,ASDOYPL3T2CFL,40-49,Male,No,4,Asian,1-10,30+,50+,"Nepal, India"
76,495,A2KOFX803K5GKA,20-29,Male,No,4,White,1-10,none,50+,
77,496,A141OEKVSKTOP9,50-59,Female,No,4,White,1-10,none,11-50,
78,497,A38AHDQA5CJGXI,20-29,Male,No,4,White,none,none,11-50,
79,498,AWE9A4ZOP9LNU,30-39,Male,No,4,White,1-10,none,1-10,
80,499,AWE9A4ZOP9LNU,30-39,Male,No,4,White,1-10,none,1-10,
81,500,A1HSRWOEK6ZJPR,20-29,Female,No,4,White,1-10,none,11-50,
82,501,A3F5WTYAU3QNOZ,Under 20,Male,No,4,White,none,none,none,
83,502,A3C8NUIBNZYMT2,20-29,Male,Yes,4,White,1-10,none,50+,
84,503,A1RWNYJA5X25YH,60+,Female,No,4,White,1-10,none,50+,
85,504,A21TGZU9EXJ272,40-49,Female,No,4,White,10+,none,1-10,
86,505,A79JWYXJ8RDLP,40-49,Female,No,4,White,10+,30+,50+,"South Korea, Japan, China"
87,506,AHUO072N55J8H,50-59,Female,No,4,White,none,30+,1-10,Korea
88,507,ATIAMDY7P54P,60+,Female,No,4,Black,1-10,none,50+,
89,508,A20WGFZKVEN3FB,20-29,Female,No,4,Black,1-10,none,50+,
90,509,AT5I4VF891S7I,50-59,Female,No,4,White,1-10,none,50+,
91,510,A1D0DHEF8HCABM,30-39,Male,Yes,4,Black,1-10,1-10,1-10,None
92,511,ABUFAREJAN84G,20-29,Male,No,4,Black,1-10,none,50+,
93,512,A2B1YSMEHN1G2K,20-29,Female,No,4,White,1-10,none,11-50,
94,513,A2FSHCRZ3NBN6G,20-29,Female,No,4,White,1-10,30+,50+,Japan
95,514,A2R8V48VVX1BNO,20-29,Male,No,4,White,1-10,none,1-10,
96,515,A34RYC7DY7OJM6,20-29,Female,No,4,Asian,1-10,30+,50+,"Hong Kong, S. Korea, Philppines"
97,516,A3AT6ZR2Z4J49Z,20-29,Female,No,4,White,1-10,none,1-10,
98,517,A20QXCW2IQ1JTI,40-49,Female,No,4,White,1-10,none,1-10,
99,518,ATRRVQWZZ87QA,30-39,Male,Yes,4,White,1-10,30+,11-50,Taiwan
100,519,A2PK2JP60TTO7N,50-59,Female,No,4,White,1-10,1-10,1-10,China- Japan
101,520,A230GPTWWF3SE7,20-29,Female,No,4,Asian,10+,none,50+,
102,521,A27V6J6KOHWK2P,40-49,Female,Yes,4,White,1-10,none,11-50,
103,522,AFO5392X0R1E5,50-59,Female,No,4,White,1-10,none,50+,
104,523,A1V6S7TJGPJ7MP,20-29,Female,Yes,4,White,1-10,none,11-50,
105,524,A2Q1WQ4SKCA7VS,40-49,Female,No,4,White,none,none,11-50,
106,525,AKJRJZKGEO8ST,20-29,Female,Yes,4,White,none,none,50+,
